state,lga,ward
Ogun,Ewekoro,Elere/onigbedu
Ogun,Ewekoro,Itori
Ogun,Ewekoro,Mosan
Ogun,Ewekoro,Obada-oko
Ogun,Ewekoro,Owowo
Ogun,Ewekoro,Papalanto
Ogun,Ewekoro,Wasimi
Ogun,Ifo,Agbado
Ogun,Ifo,Ajuwon/akute
Ogun,Ifo,Coker
Ogun,Ifo,Ibogun
Ogun,Ifo,Ifo i
Ogun,Ifo,Ifo ii
Ogun,Ifo,Ifo iii
Ogun,Ifo,Iseri
Ogun,Ifo,Oke-aro/ibaragun/robiyan
Ogun,Ifo,Ososun
Ogun,Ifo,Sunren
Ogun,Ijebu east,Ajebandele
Ogun,Ijebu east,Ijebu ife i
Ogun,Ijebu east,Ijebu ife ii
Ogun,Ijebu east,Ijebu mushin i
Ogun,Ijebu east,Ijebu mushin ii
Ogun,Ijebu east,Ikija
Ogun,Ijebu east,Imobi i
Ogun,Ijebu east,Imobi ii
Ogun,Ijebu east,Itele
Ogun,Ijebu east,Ogbere
Ogun,Ijebu east,Owu
Ogun,Ijebu north,Ago iwoye i
Ogun,Ijebu north,Ago iwoye ii
Ogun,Ijebu north,Ako-onigbagbo/gelete
Ogun,Ijebu north,Atikori
Ogun,Ijebu north,Japara/ojowo
Ogun,Ijebu north,Mamu/etiri
Ogun,Ijebu north,Oke agbo
Ogun,Ijebu north,Oke sopin
Ogun,Ijebu north,Omen
Ogun,Ijebu north,Oru/awa/ilaporu
Ogun,Ijebu north,Osun
Ogun,Ijebu north east,Atan/imuku
Ogun,Ijebu north east,Erunwon
Ogun,Ijebu north east,Igede/itamarun
Ogun,Ijebu north east,Ilese
Ogun,Ijebu north east,Imewiro/ododeyo/imomo
Ogun,Ijebu north east,Isoyin
Ogun,Ijebu north east,Odesenlu
Ogun,Ijebu north east,Odosimadegun/odosebora
Ogun,Ijebu north east,Oju ona
Ogun,Ijebu north east,Oke-eri/ogbogbo
Ogun,Ijebu ode,Ijade / imepe i
Ogun,Ijebu ode,Ijade / imepe ii
Ogun,Ijebu ode,Ijasi/ idepo
Ogun,Ijebu ode,Isiwo
Ogun,Ijebu ode,Isoku/ososa
Ogun,Ijebu ode,Itamapako
Ogun,Ijebu ode,Itantebo
Ogun,Ijebu ode,Odo-egbo/oliworo
Ogun,Ijebu ode,Odo-esa
Ogun,Ijebu ode,Porogun i
Ogun,Ijebu ode,Porogun ii
Ogun,Ikenne,Ikenne i
Ogun,Ikenne,Ikenne ii
Ogun,Ikenne,Ilisan i
Ogun,Ikenne,Ilisan ii
Ogun,Ikenne,Ilisan/irolu
Ogun,Ikenne,Iperu i
Ogun,Ikenne,Iperu ii
Ogun,Ikenne,Iperu iii
Ogun,Ikenne,Ogere i
Ogun,Ikenne,Ogere ii
Ogun,Imeko/afon,Afon
Ogun,Imeko/afon,Idi ayin
Ogun,Imeko/afon,Idofa
Ogun,Imeko/afon,Ilara/alagbe
Ogun,Imeko/afon,Imeko
Ogun,Imeko/afon,Iwoye/jabata
Ogun,Imeko/afon,Kajola/agberiodo
Ogun,Imeko/afon,Oke agbede/moriwi/matale
Ogun,Imeko/afon,Olorunda/gbomo
Ogun,Imeko/afon,Otapele
Ogun,Ipokia,Agada
Ogun,Ipokia,Agosasa
Ogun,Ipokia,Ajegunle
Ogun,Ipokia,Idiroko
Ogun,Ipokia,Ifonyintedo
Ogun,Ipokia,Ihunbo/ ilase
Ogun,Ipokia,Ijofin/idosa
Ogun,Ipokia,Ipokia i
Ogun,Ipokia,Ipokia ii
Ogun,Ipokia,Mauni i
Ogun,Ipokia,Mauni ii
Ogun,Ipokia,Tube
Ogun,Obafemi/owode,Ajebo
Ogun,Obafemi/owode,Ajura
Ogun,Obafemi/owode,Alapako-oni
Ogun,Obafemi/owode,Egbeda
Ogun,Obafemi/owode,Kajola
Ogun,Obafemi/owode,Mokoloki
Ogun,Obafemi/owode,Moloko-asipa
Ogun,Obafemi/owode,Oba
Ogun,Obafemi/owode,Obafemi
Ogun,Obafemi/owode,Ofada
Ogun,Obafemi/owode,Onidundu
Ogun,Obafemi/owode,Owode
Ogun,Odeda,Alabata
Ogun,Odeda,Alagbagba
Ogun,Odeda,Balogun itesi
Ogun,Odeda,Ilugun
Ogun,Odeda,Obantoko
Ogun,Odeda,Obete
Ogun,Odeda,Odeda
Ogun,Odeda,Olodo
Ogun,Odeda,Opeji
Ogun,Odeda,Osiele
Ogun,Odogbolu,Aiyepe
Ogun,Odogbolu,Ala/igbile
Ogun,Odogbolu,Ibefun
Ogun,Odogbolu,Idowa
Ogun,Odogbolu,Ilado
Ogun,Odogbolu,Imodi
Ogun,Odogbolu,Imosan
Ogun,Odogbolu,Jobore/ibido/ikise
Ogun,Odogbolu,Odogbolu i
Ogun,Odogbolu,Odogbolu ii
Ogun,Odogbolu,Ogbo/moraika/ita epo ii
Ogun,Odogbolu,Ogbo/moraika/ita-epo i
Ogun,Odogbolu,Okun-owa
Ogun,Odogbolu,Omu
Ogun,Odogbolu,Ososa
Ogun,Ogun water side,Abigi
Ogun,Ogun water side,Ayede/lomiro
Ogun,Ogun water side,Ayila/itebu
Ogun,Ogun water side,Efire
Ogun,Ogun water side,Ibiade
Ogun,Ogun water side,Iwopin
Ogun,Ogun water side,Lukogbe/ilusin
Ogun,Ogun water side,Makun/irokun
Ogun,Ogun water side,Ode-omi
Ogun,Ogun water side,Oni
Ogun,Remo north,Akaka
Ogun,Remo north,Ayegbami
Ogun,Remo north,Igan/ajina
Ogun,Remo north,Ilara
Ogun,Remo north,Ipara
Ogun,Remo north,Moborode/oke-ola
Ogun,Remo north,Ode i
Ogun,Remo north,Ode ii
Ogun,Remo north,Odofin/imagbo/petekun/dawara
Ogun,Remo north,Orile-oko
Ogun,Sagamu,Agbowa
Ogun,Sagamu,Ayegbami/ijokun
Ogun,Sagamu,Ibido/ituwa/alara
Ogun,Sagamu,Ijagba
Ogun,Sagamu,Isokun / oyebajo
Ogun,Sagamu,Isote
Ogun,Sagamu,Latawa
Ogun,Sagamu,Ode -lemo
Ogun,Sagamu,Ogijo/ likosi
Ogun,Sagamu,Oko/epe/itula i
Ogun,Sagamu,Oko/epe/itula ii
Ogun,Sagamu,Sabo 1
Ogun,Sagamu,Sabo ii
Ogun,Sagamu,Simawa / iwelepe
Ogun,Sagamu,Surulere
Ondo,Akoko north east,Edo
Ondo,Akoko north east,Ekan
Ondo,Akoko north east,Ikado i
Ondo,Akoko north east,Ikado ii
Ondo,Akoko north east,Ilepa i
Ondo,Akoko north east,Ilepa ii
Ondo,Akoko north east,Isowopo i
Ondo,Akoko north east,Isowopo ii
Ondo,Akoko north east,Iyometa i
Ondo,Akoko north east,Iyometa ii
Ondo,Akoko north east,Oorun i
Ondo,Akoko north east,Oorun ii
Ondo,Akoko north east,Oyinmo
Ondo,Akoko north west,Ajowa/igasi/eriti/gedegede
Ondo,Akoko north west,Arigidi ii
Ondo,Akoko north west,Arigidi/iye i
Ondo,Akoko north west,Erusu/karamu/ibaramu
Ondo,Akoko north west,Ese/afin
Ondo,Akoko north west,Odo-irun/oyinmo
Ondo,Akoko north west,Ogbagi
Ondo,Akoko north west,Oke-irun/surulere
Ondo,Akoko north west,Okeagbe
Ondo,Akoko north west,Oyin/oge
Ondo,Akoko south east,Epinmi i
Ondo,Akoko south east,Epinmi ii
Ondo,Akoko south east,Ifira
Ondo,Akoko south east,Ipe i
Ondo,Akoko south east,Ipe ii
Ondo,Akoko south east,Ipesi
Ondo,Akoko south east,Isua i
Ondo,Akoko south east,Isua ii
Ondo,Akoko south east,Isua iii
Ondo,Akoko south east,Isua iv
Ondo,Akoko south east,Sosan
Ondo,Akoko south west,Akungba i
Ondo,Akoko south west,Akungba ii
Ondo,Akoko south west,Ikun
Ondo,Akoko south west,Oba i
Ondo,Akoko south west,Oba ii
Ondo,Akoko south west,Oka i ibaka / sabo
Ondo,Akoko south west,Oka ii a ikanmu
Ondo,Akoko south west,Oka ii b okia/korowa/simerin/uba
Ondo,Akoko south west,Oka iii a agba
Ondo,Akoko south west,Oka iii b owase /ikese/iwonrin/ebinrin/idorin
Ondo,Akoko south west,Oka iv/owake/ebo/ayegunle
Ondo,Akoko south west,Oka v a owalusin/ayepe
Ondo,Akoko south west,Oka v b oka odo/okela/bolorunduro
Ondo,Akoko south west,Supare i
Ondo,Akoko south west,Supare ii
Ondo,Akure north,Agamo/oke-oore/akomowa
Ondo,Akure north,Ayede/ogbese
Ondo,Akure north,Ayetoro
Ondo,Akure north,Igbatoro
Ondo,Akure north,Igoba/isinigbo
Ondo,Akure north,Iluabo/eleyewo/bolorunduro
Ondo,Akure north,Isimija/irado
Ondo,Akure north,Moferere
Ondo,Akure north,Oba-ile
Ondo,Akure north,Odo-oja/ijigbo
Ondo,Akure north,Oke iju
Ondo,Akure north,Oke-afa/owode
Ondo,Akure south,Aponmu
Ondo,Akure south,Gbogi/isikan i
Ondo,Akure south,Gbogi/isikan ii
Ondo,Akure south,Ijomu/obanla
Ondo,Akure south,Lisa
Ondo,Akure south,Oda
Ondo,Akure south,Odopetu
Ondo,Akure south,Oke aro/uro i
Ondo,Akure south,Oke aro/uro ii
Ondo,Akure south,Oshodi/isolo
Ondo,Akure south,Owode/imuagun
Ondo,Ese-odo,Apoi i
Ondo,Ese-odo,Apoi ii
Ondo,Ese-odo,Apoi iii
Ondo,Ese-odo,Apoi iv
Ondo,Ese-odo,Apoi v
Ondo,Ese-odo,Arogbo i
Ondo,Ese-odo,Arogbo ii
Ondo,Ese-odo,Arogbo iii
Ondo,Ese-odo,Ukparama i
Ondo,Ese-odo,Ukparama ii
Ondo,Idanre,Ala-elefosan
Ondo,Idanre,Alade/atosin
Ondo,Idanre,Idale-lemikan
Ondo,Idanre,Idale-logbosere
Ondo,Idanre,Ijomu/isurin
Ondo,Idanre,Irowo
Ondo,Idanre,Isalu ehinpeti
Ondo,Idanre,Isalu jigbokin
Ondo,Idanre,Ofosu/onisere
Ondo,Idanre,Owena/aponmulona
Ondo,Ifedore,Ero/ibuji/mariwo
Ondo,Ifedore,Igbaka-oke i
Ondo,Ifedore,Igbaka-oke ii
Ondo,Ifedore,Ijare 1
Ondo,Ifedore,Ijare 11
Ondo,Ifedore,Ilara 1
Ondo,Ifedore,Ilara 11
Ondo,Ifedore,Ipogun/ibule
Ondo,Ifedore,Isarun/ erigi
Ondo,Ifedore,Obo/ikota/olo-gbo
Ondo,Ilaje,Aheri
Ondo,Ilaje,Etikan
Ondo,Ilaje,Mahin 1
Ondo,Ilaje,Mahin 11
Ondo,Ilaje,Mahin 111
Ondo,Ilaje,Mahin 1v
Ondo,Ilaje,Ugbo 1
Ondo,Ilaje,Ugbo 11
Ondo,Ilaje,Ugbo 111
Ondo,Ilaje,Ugbo 1v
Ondo,Ilaje,Ugbo v
Ondo,Ilaje,Ugbo v1
Ondo,Ileoluji/okeigbo,Ileoluji 1
Ondo,Ileoluji/okeigbo,Ileoluji 11
Ondo,Ileoluji/okeigbo,Ileoluji 1v
Ondo,Ileoluji/okeigbo,Ileoluji iii
Ondo,Ileoluji/okeigbo,Ileoluji v
Ondo,Ileoluji/okeigbo,Ileoluji vi
Ondo,Ileoluji/okeigbo,Oke-igbo 1
Ondo,Ileoluji/okeigbo,Oke-igbo 11
Ondo,Ileoluji/okeigbo,Oke-igbo 111
Ondo,Ileoluji/okeigbo,Oke-igbo 1v
Ondo,Irele,Ajagba 1
Ondo,Irele,Ajagba 11
Ondo,Irele,Akotogbo 1
Ondo,Irele,Akotogbo 11
Ondo,Irele,Irele 1
Ondo,Irele,Irele 11
Ondo,Irele,Irele 1v
Ondo,Irele,Irele iii
Ondo,Irele,Irele v
Ondo,Irele,Iyansan/omi
Ondo,Odigbo,Agbabu
Ondo,Odigbo,Ago-alaye
Ondo,Odigbo,Ajue
Ondo,Odigbo,Araromi obu
Ondo,Odigbo,Ayesan
Ondo,Odigbo,Ebijan
Ondo,Odigbo,Koseru
Ondo,Odigbo,Odigbo
Ondo,Odigbo,Oniparaga
Ondo,Odigbo,Ore 1
Ondo,Odigbo,Ore 11
Ondo,Okitipupa,Aye 11
Ondo,Okitipupa,Ayeka/igbodigo
Ondo,Okitipupa,Erinje
Ondo,Okitipupa,Igbotako 1
Ondo,Okitipupa,Igbotako 11
Ondo,Okitipupa,Iju-odo/erekiti
Ondo,Okitipupa,Ikoya/oloto
Ondo,Okitipupa,Ilutitun 1
Ondo,Okitipupa,Ilutitun 111
Ondo,Okitipupa,Ilutitun ii
Ondo,Okitipupa,Ode aye 1
Ondo,Okitipupa,Okitipupa 1
Ondo,Okitipupa,Okitipupa 11
Ondo,Ondo east,Asantan oja
Ondo,Ondo east,Ateru/otasan/igba
Ondo,Ondo east,Bolorunduro 1
Ondo,Ondo east,Epe
Ondo,Ondo east,Fagbo
Ondo,Ondo east,Obada
Ondo,Ondo east,Oboto
Ondo,Ondo east,Orisunmibare
Ondo,Ondo east,Owena bridge
Ondo,Ondo east,Tepo
Ondo,Ondo west,Enuowa/obalalu
Ondo,Ondo west,Gbaghengha/gbongbo/ajagba alafia
Ondo,Ondo west,Ifore/odosida/loro
Ondo,Ondo west,Ilunla/bagbe/odowo i
Ondo,Ondo west,Ilunla/bagbe/odowo ii
Ondo,Ondo west,Litaye/obunkekere/igbindo
Ondo,Ondo west,Lodasa/iparuku/lijoka
Ondo,Ondo west,Odojomu/erinketa/legiri
Ondo,Ondo west,Oke-otunba/oke-diba/sokoti
Ondo,Ondo west,Okeagunla okerowo/okekuta
Ondo,Ondo west,Okelisa okedoko/ogbodu
Ondo,Ondo west,Orisunmibare/araromi
Ondo,Ose,Afo
Ondo,Ose,Idoani 1
Ondo,Ose,Idoani 11
Ondo,Ose,Idogun
Ondo,Ose,Ifon 1
Ondo,Ose,Ifon 11
Ondo,Ose,Ijagba
Ondo,Ose,Ikaro/elegbeka
Ondo,Ose,Imeri
Ondo,Ose,Imoru/arimogija
Ondo,Ose,Okeluse
Ondo,Ose,Ute
Ondo,Owo,Ehinogbe
Ondo,Owo,Igboroko 1
Ondo,Owo,Igboroko 11
Ondo,Owo,Ijebu 1
Ondo,Owo,Ijebu 11
Ondo,Owo,Iloro
Ondo,Owo,Ipele
Ondo,Owo,Isaipen
Ondo,Owo,Isuada/ipenmen/idasan/obasooto
Ondo,Owo,Iyare
Ondo,Owo,Uso/emure ile
Osun,Atakumosa east,Ajebandele
Osun,Atakumosa east,Ayegunle
Osun,Atakumosa east,Eti-oni
Osun,Atakumosa east,Faforiji
Osun,Atakumosa east,Forest reserve 1
Osun,Atakumosa east,Forest reserve ii
Osun,Atakumosa east,Igangan
Osun,Atakumosa east,Iperindo
Osun,Atakumosa east,Ipole
Osun,Atakumosa east,Iwara
Osun,Atakumosa west,Ibodi
Osun,Atakumosa west,Ifelodun
Osun,Atakumosa west,Ifewara i
Osun,Atakumosa west,Ifewara ii
Osun,Atakumosa west,Isa obi
Osun,Atakumosa west,Ita gunmodi
Osun,Atakumosa west,Muroko
Osun,Atakumosa west,Oke bode
Osun,Atakumosa west,Osu iii
Osun,Atakumosa west,Osu i
Osun,Atakumosa west,Osu ii
Osun,Ayedaade,Anlugbua
Osun,Ayedaade,Araromi-owu
Osun,Ayedaade,Balogun
Osun,Ayedaade,Gbongan rural
Osun,Ayedaade,Ijegbe/oke-eso/oke-owu ijugbe
Osun,Ayedaade,Lagere/amola
Osun,Ayedaade,Obalufon
Osun,Ayedaade,Ode-omu rural
Osun,Ayedaade,Olufi
Osun,Ayedaade,Otun balogun
Osun,Ayedaade,Otun-olufi
Osun,Ayedire,Ileogbo i
Osun,Ayedire,Ileogbo ii
Osun,Ayedire,Ileogbo iii
Osun,Ayedire,Ileogbo iv
Osun,Ayedire,Kuta i
Osun,Ayedire,Kuta ii
Osun,Ayedire,Oke-osun
Osun,Ayedire,Oluponna 1
Osun,Ayedire,Oluponna 1i
Osun,Ayedire,Oluponna 1ii
Osun,Boluwaduro,Eripa
Osun,Boluwaduro,Gbeleru obaala i
Osun,Boluwaduro,Gbeleru obaala ii
Osun,Boluwaduro,Iresi i
Osun,Boluwaduro,Iresi ii
Osun,Boluwaduro,Obala iloro
Osun,Boluwaduro,Oke ode otan
Osun,Boluwaduro,Oke-irun
Osun,Boluwaduro,Oke-omi otan
Osun,Boluwaduro,Oke-otan
Osun,Boripe,Ada i
Osun,Boripe,Ada ii
Osun,Boripe,Agba
Osun,Boripe,College/egbada road
Osun,Boripe,Isale asa iree
Osun,Boripe,Isale-oyo
Osun,Boripe,Oja - oba
Osun,Boripe,Oke aree
Osun,Boripe,Oke esa/oke ogi
Osun,Boripe,Oloti iragbiji
Osun,Boripe,Ororuwo
Osun,Ede north,Abogunde/sagba
Osun,Ede north,Alusekere
Osun,Ede north,Apaso
Osun,Ede north,Bara ejemu
Osun,Ede north,Isibo/buari-isola
Osun,Ede north,Jagun/jagun ede
Osun,Ede north,Olaba/atapara
Osun,Ede north,Ologun/agbaakin
Osun,Ede north,Olusokun
Osun,Ede north,Sabo/agbongbe i
Osun,Ede north,Sabo/agbongbe ii
Osun,Ede south,Alajue i
Osun,Ede south,Alajue ii
Osun,Ede south,Asunmo
Osun,Ede south,Babanla/agate
Osun,Ede south,Babasanya
Osun,Ede south,Kuye
Osun,Ede south,Loogun
Osun,Ede south,Olodan
Osun,Ede south,Oloki/akoda
Osun,Ede south,Sekona
Osun,Egbedore,Ara i
Osun,Egbedore,Ara ii
Osun,Egbedore,Awo/abudo
Osun,Egbedore,Ido-osun
Osun,Egbedore,Ikotun
Osun,Egbedore,Ira gberi i
Osun,Egbedore,Ira gberi ii
Osun,Egbedore,Iwoye/idoo/origo
Osun,Egbedore,Ojo/aro
Osun,Egbedore,Okin ni/olorunsogo/ofatedo
Osun,Ejigbo,Elejigbo 'a'
Osun,Ejigbo,Elejigbo 'b'/osolo
Osun,Ejigbo,Elejigbo 'c'/mapo
Osun,Ejigbo,Elejigbo 'd'/ejemu
Osun,Ejigbo,Elejigbo/ayegbogbo
Osun,Ejigbo,Ifeodan 'a'/owu-ile
Osun,Ejigbo,Ifeodan 'b'/masifa
Osun,Ejigbo,Ilawo/isoko/isundunrin
Osun,Ejigbo,Inisa i/aato/igbon
Osun,Ejigbo,Inisa ii/afaake/ayegunle
Osun,Ejigbo,Ola/aye/agurodo
Osun,Ife central,Akarabata
Osun,Ife central,Ilare 1
Osun,Ife central,Ilare 1i
Osun,Ife central,Ilare iii
Osun,Ife central,Ilare iv
Osun,Ife central,Iremo ii (eleyele)
Osun,Ife central,Iremo iii
Osun,Ife central,Iremo iv
Osun,Ife central,Iremo v
Osun,Ife central,Iremo/ajebandele
Osun,Ife central,More ojaja
Osun,Ife east,Ilode i
Osun,Ife east,Ilode ii
Osun,Ife east,Modakeke ii
Osun,Ife east,Modakeke iii
Osun,Ife east,Modakeke i
Osun,Ife east,More
Osun,Ife east,Okerewe i
Osun,Ife east,Okerewe ii
Osun,Ife east,Okerewe iii
Osun,Ife east,Yekemi
Osun,Ife north,Asipa/akinlalu
Osun,Ife north,Edunabon i
Osun,Ife north,Edunabon ii
Osun,Ife north,Famia
Osun,Ife north,Ipetumodu i
Osun,Ife north,Ipetumodu ii
Osun,Ife north,Moro
Osun,Ife north,Oyere - ii
Osun,Ife north,Oyere i
Osun,Ife north,Yakoyo
Osun,Ife south,Aare
Osun,Ife south,Abiri ogudu
Osun,Ife south,Aye
Osun,Ife south,Ayesan
Osun,Ife south,Ikija i
Osun,Ife south,Ikija ii
Osun,Ife south,Kere
Osun,Ife south,Mefoworade
Osun,Ife south,Oke owena
Osun,Ife south,Olode
Osun,Ife south,Osi
Osun,Ifedayo,Akesin
Osun,Ifedayo,Asaoni
Osun,Ifedayo,Aworo/oke-ila rural
Osun,Ifedayo,Ayetoro
Osun,Ifedayo,Balogun
Osun,Ifedayo,Co-operative
Osun,Ifedayo,Isinmi
Osun,Ifedayo,Obaale
Osun,Ifedayo,Oyi
Osun,Ifedayo,Temidire
Osun,Ifelodun,Amola ikirun
Osun,Ifelodun,Eesa ikirun
Osun,Ifelodun,Ekoende/eko ajala
Osun,Ifelodun,Iba i
Osun,Ifelodun,Iba ii
Osun,Ifelodun,Ikirun rural
Osun,Ifelodun,Isale/oke afo
Osun,Ifelodun,Obagun
Osun,Ifelodun,Okeba ikirun
Osun,Ifelodun,Olonde ikirun
Osun,Ifelodun,Owode ikirun
Osun,Ifelodun,"Station road, ikirun"
Osun,Ila,Ajaba/edemosi/aba orangun
Osun,Ila,Ejigbo i
Osun,Ila,Ejigbo ii
Osun,Ila,Ejigbo iii
Osun,Ila,Eyindi
Osun,Ila,Eyindi/iperin
Osun,Ila,Iperin
Osun,Ila,Isedo i
Osun,Ila,Isedo ii
Osun,Ila,Oke ede
Osun,Ila,Oke ola
Osun,Ilesa east,Biladu
Osun,Ilesa east,Bolorunduro
Osun,Ilesa east,Ifosan/oke-eso
Osun,Ilesa east,Ijamo
Osun,Ilesa east,Ilerin
Osun,Ilesa east,Iloro/roye
Osun,Ilesa east,Imo
Osun,Ilesa east,Isare
Osun,Ilesa east,Itisin/ogudu
Osun,Ilesa east,Okesa
Osun,Ilesa east,Upper & lower ijoka
Osun,Ilesa west,Ayeso
Osun,Ilesa west,Ereja
Osun,Ilesa west,Ikoti/araromi
Osun,Ilesa west,Ilaje
Osun,Ilesa west,Isida/adeti
Osun,Ilesa west,Isokun
Osun,Ilesa west,Itakogun
Osun,Ilesa west,Lower egbedi
Osun,Ilesa west,Omofe/idasa
Osun,Ilesa west,Upper and lower igbogi
Osun,Irepodun,Bara 'a'
Osun,Irepodun,Bara 'b'
Osun,Irepodun,Elerin 'a'
Osun,Irepodun,Elerin 'b'
Osun,Irepodun,Elerin 'c'
Osun,Irepodun,Elerin 'd'
Osun,Irepodun,Elerin 'e'
Osun,Irepodun,Olobu 'a'
Osun,Irepodun,Olobu 'c'
Osun,Irepodun,Olobu 'd'
Osun,Irepodun,Olubu 'b'
Osun,Irewole,Ikire 'a'
Osun,Irewole,Ikire 'b'
Osun,Irewole,Ikire 'c'
Osun,Irewole,Ikire 'd'
Osun,Irewole,Ikire 'e'
Osun,Irewole,Ikire 'f'
Osun,Irewole,Ikire 'g'
Osun,Irewole,Ikire 'h'
Osun,Irewole,Ikire 'i'
Osun,Irewole,Ikire 'j'
Osun,Irewole,Ikire 'k'
Osun,Isokan,Alapomu i (odo-osun)
Osun,Isokan,Alapomu ii
Osun,Isokan,Asalu (mogimogi)
Osun,Isokan,Asalu ikoyi
Osun,Isokan,Awala i
Osun,Isokan,Awala ii
Osun,Isokan,Idogun ward
Osun,Isokan,Olukoyi (oja-osun)
Osun,Isokan,Oosa adifa
Osun,Isokan,Oranran ward
Osun,Isokan,Osa ikoyi (oloke)
Osun,Iwo,Gidigbo i
Osun,Iwo,Gidigbo ii
Osun,Iwo,Gidigbo iii
Osun,Iwo,Isale oba i
Osun,Iwo,Isale oba ii
Osun,Iwo,Isale oba iii
Osun,Iwo,Isale oba iv
Osun,Iwo,Molete i
Osun,Iwo,Molete ii
Osun,Iwo,Molete iii
Osun,Iwo,Oke-adan i
Osun,Iwo,Oke-adan ii
Osun,Iwo,Oke-adan iii
Osun,Iwo,Oke-oba i
Osun,Iwo,Oke-oba ii
Osun,Obokun,Eesun/ido-oko
Osun,Obokun,Esa - odo
Osun,Obokun,Esa-oke
Osun,Obokun,Ibokun (township)
Osun,Obokun,Ilahun/ikinyinwa
Osun,Obokun,Ilare
Osun,Obokun,Ilase/idominasi
Osun,Obokun,Imesi-ile
Osun,Obokun,Ipetu-ile/adaowode
Osun,Obokun,Otan-ile
Osun,Odo-otin,Asi/asaba
Osun,Odo-otin,Baale
Osun,Odo-otin,Ekosin/iyeku
Osun,Odo-otin,Esa otun baale ode
Osun,Odo-otin,Faji/opete
Osun,Odo-otin,Igbaye
Osun,Odo-otin,Ijabe/ila odo
Osun,Odo-otin,Jagun osi bale ode
Osun,Odo-otin,Oba/ojomu
Osun,Odo-otin,Okua/ekusa
Osun,Odo-otin,Oloyan elemosho / esa
Osun,Odo-otin,Olukotun
Osun,Odo-otin,Olunisa
Osun,Odo-otin,Ore/agbeye
Osun,Odo-otin,Osolo/oparin/ola
Osun,Ola-oluwa,Ajagba/iwo oke
Osun,Ola-oluwa,Asa ajagunlase
Osun,Ola-oluwa,Asamu/ilemowu
Osun,Ola-oluwa,Bode-osi
Osun,Ola-oluwa,Ikire ile/iwara
Osun,Ola-oluwa,Isero/ikonifin
Osun,Ola-oluwa,Obamoro/ile ogo
Osun,Ola-oluwa,Ogbaagba i
Osun,Ola-oluwa,Ogbaagba ii
Osun,Ola-oluwa,Telemu
Osun,Olorunda,Agowande
Osun,Olorunda,Akogun
Osun,Olorunda,Atelewo
Osun,Olorunda,Ayetoro
Osun,Olorunda,Balogun
Osun,Olorunda,Ilie
Osun,Olorunda,Oba oke
Osun,Olorunda,Oba-ile
Osun,Olorunda,Owode i
Osun,Olorunda,Owode ii
Osun,Olorunda,Owoope
Osun,Oriade,Apoti dagbaja
Osun,Oriade,Erin-ijesa
Osun,Oriade,Erin-oke
Osun,Oriade,Erinmo/iwaraja
Osun,Oriade,Ijebu-jesa
Osun,Oriade,Ijeda iloko
Osun,Oriade,Ijeji arakeji/owena
Osun,Oriade,Ikeji-ile
Osun,Oriade,Ipetu ijesa i
Osun,Oriade,Ipetu-ijesa ii
Osun,Oriade,Ira
Osun,Oriade,Iwoye
Osun,Orolu,Olufon orolu 'j'
Osun,Orolu,Olufon orolu 'a'
Osun,Orolu,Olufon orolu 'b'
Osun,Orolu,Olufon orolu 'i'
Osun,Orolu,Olufon orolu 'c'
Osun,Orolu,Olufon orolu 'd'
Osun,Orolu,Olufon orolu 'e'
Osun,Orolu,Olufon orolu 'f'
Osun,Orolu,Olufon orolu 'g'
Osun,Orolu,Olufon orolu 'h'
Osun,Osogbo,Alagba
Osun,Osogbo,Are-ago
Osun,Osogbo,Ataoja 'a'
Osun,Osogbo,Ataoja 'b'
Osun,Osogbo,Ataoja 'c'
Osun,Osogbo,Ataoja 'd'
Osun,Osogbo,Ataoja 'e'
Osun,Osogbo,Baba kekere
Osun,Osogbo,Ekerin
Osun,Osogbo,Eketa
Osun,Osogbo,Jagun 'a'
Osun,Osogbo,Jagun b'
Osun,Osogbo,Otun balogun 'a'
Osun,Osogbo,Otun hagun b
Osun,Osogbo,Otun jagun 'a'
Oyo,Afijio,Akinmorin/jobele
Oyo,Afijio,Awe i
Oyo,Afijio,Awe ii
Oyo,Afijio,Fiditi i
Oyo,Afijio,Fiditi ii
Oyo,Afijio,Ilora i
Oyo,Afijio,Ilora ii
Oyo,Afijio,Ilora iii
Oyo,Afijio,Imini
Oyo,Afijio,Iware
Oyo,Akinyele,Ajibade/alabata/elekuru
Oyo,Akinyele,Akinyele/isabiyi/irepodun
Oyo,Akinyele,Arulogun/eniosa/aroro
Oyo,Akinyele,Ijaye/ojedeji
Oyo,Akinyele,Ikereku
Oyo,Akinyele,Iroko
Oyo,Akinyele,Iwokoto/talontan/idi-oro
Oyo,Akinyele,Ojo-emo/moniya
Oyo,Akinyele,Ojoo/ajibode/laniba
Oyo,Akinyele,Olanla/oboda/labode
Oyo,Akinyele,Olode/amosun/onidundu
Oyo,Akinyele,Olorisa-oko/okegbemi/mele
Oyo,Atiba,Agunpopo i
Oyo,Atiba,Agunpopo ii
Oyo,Atiba,Agunpopo iii
Oyo,Atiba,Aremo
Oyo,Atiba,Ashipa i
Oyo,Atiba,Ashipa ii
Oyo,Atiba,Ashipa iii
Oyo,Atiba,Bashorun
Oyo,Atiba,Oke-afin 1
Oyo,Atiba,Oke-afin ii
Oyo,Atisbo,Ago are i
Oyo,Atisbo,Ago are ii
Oyo,Atisbo,Alaga
Oyo,Atisbo,Basi
